,date,year,month,day,dow,holiday,decade,prevcalls,sum,calls
464,2021-03-17,2021,3,17,2,0,2,75,1164554,68
465,2021-03-18,2021,3,18,3,0,2,68,1164554,75
466,2021-03-19,2021,3,19,4,0,2,75,1164554,71
467,2021-03-22,2021,3,22,0,0,2,71,1164554,81
468,2021-03-23,2021,3,23,1,0,2,81,1164554,72
469,2021-03-24,2021,3,24,2,0,2,72,1164554,66
470,2021-03-25,2021,3,25,3,0,2,66,1164554,53
471,2021-03-26,2021,3,26,4,0,3,53,1164554,73
472,2021-03-29,2021,3,29,0,0,3,73,1164554,49
473,2021-03-30,2021,3,30,1,0,3,49,1164554,55
474,2021-03-31,2021,3,31,2,0,3,55,1164554,34
475,2021-04-01,2021,4,1,3,0,1,34,1400562,80
476,2021-04-02,2021,4,2,4,0,1,80,1400562,54
477,2021-04-05,2021,4,5,0,0,1,54,1400562,75
478,2021-04-06,2021,4,6,1,0,1,75,1400562,66
479,2021-04-07,2021,4,7,2,0,2,66,1400562,57
480,2021-04-08,2021,4,8,3,0,2,57,1400562,64
481,2021-04-09,2021,4,9,4,0,2,64,1400562,59
482,2021-04-12,2021,4,12,0,0,2,59,1400562,71
483,2021-04-13,2021,4,13,1,0,2,71,1400562,65
484,2021-04-14,2021,4,14,2,0,2,65,1400562,57
485,2021-04-15,2021,4,15,3,0,2,57,1400562,50
486,2021-04-16,2021,4,16,4,0,2,50,1400562,51
487,2021-04-19,2021,4,19,0,0,2,51,1400562,43
488,2021-04-20,2021,4,20,1,0,2,43,1400562,54
489,2021-04-21,2021,4,21,2,0,2,54,1400562,66
490,2021-04-22,2021,4,22,3,0,2,66,1400562,58
491,2021-04-23,2021,4,23,4,0,2,58,1400562,65
492,2021-04-26,2021,4,26,0,0,3,65,1400562,56
493,2021-04-27,2021,4,27,1,0,3,56,1400562,50
494,2021-04-28,2021,4,28,2,0,3,50,1400562,44
495,2021-04-29,2021,4,29,3,0,3,44,1400562,61
496,2021-04-30,2021,4,30,4,0,3,61,1400562,49
497,2021-05-02,2021,5,2,6,1,1,49,1171912,1
498,2021-05-04,2021,5,4,1,1,1,1,1171912,4
499,2021-05-05,2021,5,5,2,1,1,4,1171912,9
500,2021-05-06,2021,5,6,3,0,1,9,1171912,13
501,2021-05-07,2021,5,7,4,1,2,13,1171912,2
502,2021-05-11,2021,5,11,1,0,2,2,1171912,65
503,2021-05-12,2021,5,12,2,0,2,65,1171912,58
504,2021-05-13,2021,5,13,3,0,2,58,1171912,56
505,2021-05-14,2021,5,14,4,0,2,56,1171912,57
506,2021-05-15,2021,5,15,5,0,2,57,1171912,12
507,2021-05-17,2021,5,17,0,0,2,12,1171912,66
508,2021-05-18,2021,5,18,1,0,2,66,1171912,49
509,2021-05-19,2021,5,19,2,0,2,49,1171912,42
510,2021-05-20,2021,5,20,3,0,2,42,1171912,43
511,2021-05-21,2021,5,21,4,0,2,43,1171912,63
512,2021-05-24,2021,5,24,0,0,2,63,1171912,49
513,2021-05-25,2021,5,25,1,0,2,49,1171912,71
514,2021-05-26,2021,5,26,2,0,3,71,1171912,59
515,2021-05-27,2021,5,27,3,0,3,59,1171912,70
516,2021-05-28,2021,5,28,4,0,3,70,1171912,31
517,2021-05-31,2021,5,31,0,0,3,31,1171912,54
518,2021-06-01,2021,6,1,1,0,1,54,1426390,39
519,2021-06-02,2021,6,2,2,0,1,39,1426390,56
520,2021-06-03,2021,6,3,3,0,1,56,1426390,32
521,2021-06-04,2021,6,4,4,0,1,32,1426390,35
522,2021-06-07,2021,6,7,0,0,2,35,1426390,43
523,2021-06-08,2021,6,8,1,0,2,43,1426390,50
524,2021-06-09,2021,6,9,2,0,2,50,1426390,53
525,2021-06-10,2021,6,10,3,0,2,53,1426390,34
526,2021-06-11,2021,6,11,4,0,2,34,1426390,54
527,2021-06-15,2021,6,15,1,0,2,54,1426390,56
528,2021-06-16,2021,6,16,2,0,2,56,1426390,71
529,2021-06-17,2021,6,17,3,0,2,71,1426390,71
530,2021-06-18,2021,6,18,4,0,2,71,1426390,45
531,2021-06-21,2021,6,21,0,0,2,45,1426390,41
532,2021-06-22,2021,6,22,1,0,2,41,1426390,40
533,2021-06-23,2021,6,23,2,0,2,40,1426390,44
534,2021-06-24,2021,6,24,3,0,2,44,1426390,63
535,2021-06-25,2021,6,25,4,0,2,63,1426390,51
536,2021-06-28,2021,6,28,0,0,3,51,1426390,70
537,2021-06-29,2021,6,29,1,0,3,70,1426390,57
538,2021-06-30,2021,6,30,2,0,3,57,1426390,57
539,2021-07-01,2021,7,1,3,0,1,57,1262783,67
540,2021-07-02,2021,7,2,4,0,1,67,1262783,37
541,2021-07-05,2021,7,5,0,0,1,37,1262783,31
542,2021-07-06,2021,7,6,1,0,1,31,1262783,51
543,2021-07-07,2021,7,7,2,0,2,51,1262783,47
544,2021-07-08,2021,7,8,3,0,2,47,1262783,54
545,2021-07-09,2021,7,9,4,0,2,54,1262783,47
546,2021-07-12,2021,7,12,0,0,2,47,1262783,57
547,2021-07-13,2021,7,13,1,0,2,57,1262783,47
548,2021-07-14,2021,7,14,2,0,2,47,1262783,50
549,2021-07-15,2021,7,15,3,0,2,50,1262783,73
550,2021-07-16,2021,7,16,4,0,2,73,1262783,66
551,2021-07-19,2021,7,19,0,0,2,66,1262783,49
552,2021-07-20,2021,7,20,1,0,2,49,1262783,62
553,2021-07-21,2021,7,21,2,0,2,62,1262783,56
554,2021-07-22,2021,7,22,3,0,2,56,1262783,45
555,2021-07-23,2021,7,23,4,0,2,45,1262783,54
556,2021-07-26,2021,7,26,0,0,3,54,1262783,40
557,2021-07-27,2021,7,27,1,0,3,40,1262783,34
558,2021-07-28,2021,7,28,2,0,3,34,1262783,56
559,2021-07-29,2021,7,29,3,0,3,56,1262783,43
560,2021-07-30,2021,7,30,4,0,3,43,1262783,51
561,2021-08-02,2021,8,2,0,0,1,51,1576297,67
562,2021-08-03,2021,8,3,1,0,1,67,1576297,47
563,2021-08-04,2021,8,4,2,0,1,47,1576297,52
564,2021-08-05,2021,8,5,3,0,1,52,1576297,57
565,2021-08-06,2021,8,6,4,0,1,57,1576297,75
566,2021-08-09,2021,8,9,0,0,2,75,1576297,51
567,2021-08-10,2021,8,10,1,0,2,51,1576297,45
568,2021-08-11,2021,8,11,2,0,2,45,1576297,76
569,2021-08-12,2021,8,12,3,0,2,76,1576297,81
570,2021-08-13,2021,8,13,4,0,2,81,1576297,65
571,2021-08-16,2021,8,16,0,0,2,65,1576297,78
572,2021-08-17,2021,8,17,1,0,2,78,1576297,35
573,2021-08-18,2021,8,18,2,0,2,35,1576297,61
574,2021-08-19,2021,8,19,3,0,2,61,1576297,58
575,2021-08-20,2021,8,20,4,0,2,58,1576297,55
576,2021-08-23,2021,8,23,0,0,2,55,1576297,51
577,2021-08-24,2021,8,24,1,0,2,51,1576297,39
578,2021-08-25,2021,8,25,2,0,2,39,1576297,81
579,2021-08-26,2021,8,26,3,0,3,81,1576297,74
580,2021-08-27,2021,8,27,4,0,3,74,1576297,34
581,2021-08-30,2021,8,30,0,0,3,34,1576297,58
582,2021-08-31,2021,8,31,1,0,3,58,1576297,65
583,2021-09-01,2021,9,1,2,0,1,65,1228220,70
584,2021-09-02,2021,9,2,3,0,1,70,1228220,55
585,2021-09-03,2021,9,3,4,0,1,55,1228220,48
586,2021-09-06,2021,9,6,0,0,1,48,1228220,69
587,2021-09-07,2021,9,7,1,0,2,69,1228220,64
588,2021-09-08,2021,9,8,2,0,2,64,1228220,43
589,2021-09-09,2021,9,9,3,0,2,43,1228220,52
590,2021-09-10,2021,9,10,4,0,2,52,1228220,46
591,2021-09-13,2021,9,13,0,0,2,46,1228220,59
592,2021-09-14,2021,9,14,1,0,2,59,1228220,63
593,2021-09-15,2021,9,15,2,0,2,63,1228220,36
594,2021-09-16,2021,9,16,3,0,2,36,1228220,66
595,2021-09-17,2021,9,17,4,0,2,66,1228220,50
596,2021-09-20,2021,9,20,0,0,2,50,1228220,76
597,2021-09-21,2021,9,21,1,0,2,76,1228220,70
598,2021-09-22,2021,9,22,2,0,2,70,1228220,34
599,2021-09-23,2021,9,23,3,0,2,34,1228220,55
600,2021-09-24,2021,9,24,4,0,2,55,1228220,55
601,2021-09-27,2021,9,27,0,0,3,55,1228220,70
602,2021-09-28,2021,9,28,1,0,3,70,1228220,36
603,2021-09-29,2021,9,29,2,0,3,36,1228220,57
604,2021-09-30,2021,9,30,3,0,3,57,1228220,49
605,2021-10-01,2021,10,1,4,0,1,49,1193959,41
606,2021-10-04,2021,10,4,0,0,1,41,1193959,42
607,2021-10-05,2021,10,5,1,0,1,42,1193959,45
608,2021-10-06,2021,10,6,2,0,1,45,1193959,35
609,2021-10-07,2021,10,7,3,0,2,35,1193959,50
610,2021-10-08,2021,10,8,4,0,2,50,1193959,43
611,2021-10-11,2021,10,11,0,0,2,43,1193959,44
612,2021-10-12,2021,10,12,1,0,2,44,1193959,46
613,2021-10-13,2021,10,13,2,0,2,46,1193959,42
614,2021-10-14,2021,10,14,3,0,2,42,1193959,48
615,2021-10-15,2021,10,15,4,0,2,48,1193959,58
616,2021-10-18,2021,10,18,0,0,2,58,1193959,63
617,2021-10-19,2021,10,19,1,0,2,63,1193959,43
618,2021-10-20,2021,10,20,2,0,2,43,1193959,61
619,2021-10-21,2021,10,21,3,0,2,61,1193959,43
620,2021-10-22,2021,10,22,4,0,2,43,1193959,27
621,2021-10-25,2021,10,25,0,0,2,27,1193959,44
622,2021-10-26,2021,10,26,1,0,3,44,1193959,58
623,2021-10-27,2021,10,27,2,0,3,58,1193959,50
624,2021-10-28,2021,10,28,3,0,3,50,1193959,50
625,2021-10-29,2021,10,29,4,0,3,50,1193959,59
626,2021-11-01,2021,11,1,0,0,1,59,1281960,74
627,2021-11-02,2021,11,2,1,0,1,74,1281960,60
628,2021-11-03,2021,11,3,2,0,1,60,1281960,50
629,2021-11-07,2021,11,7,6,1,2,50,1281960,1
630,2021-11-08,2021,11,8,0,0,2,1,1281960,58
631,2021-11-09,2021,11,9,1,0,2,58,1281960,41
632,2021-11-10,2021,11,10,2,0,2,41,1281960,57
633,2021-11-11,2021,11,11,3,0,2,57,1281960,47
634,2021-11-12,2021,11,12,4,0,2,47,1281960,49
635,2021-11-15,2021,11,15,0,0,2,49,1281960,54
636,2021-11-16,2021,11,16,1,0,2,54,1281960,60
637,2021-11-17,2021,11,17,2,0,2,60,1281960,57
638,2021-11-18,2021,11,18,3,0,2,57,1281960,89
639,2021-11-19,2021,11,19,4,0,2,89,1281960,38
640,2021-11-22,2021,11,22,0,0,2,38,1281960,68
641,2021-11-23,2021,11,23,1,0,2,68,1281960,37
642,2021-11-24,2021,11,24,2,0,2,37,1281960,33
643,2021-11-25,2021,11,25,3,0,2,33,1281960,49
644,2021-11-26,2021,11,26,4,0,3,49,1281960,54
645,2021-11-29,2021,11,29,0,0,3,54,1281960,99
646,2021-11-30,2021,11,30,1,0,3,99,1281960,64
647,2021-12-01,2021,12,1,2,0,1,64,1837261,60
648,2021-12-02,2021,12,2,3,0,1,60,1837261,61
649,2021-12-03,2021,12,3,4,0,1,61,1837261,48
650,2021-12-06,2021,12,6,0,0,1,48,1837261,47
651,2021-12-07,2021,12,7,1,0,2,47,1837261,37
652,2021-12-08,2021,12,8,2,0,2,37,1837261,47
653,2021-12-09,2021,12,9,3,0,2,47,1837261,45
654,2021-12-10,2021,12,10,4,0,2,45,1837261,41
655,2021-12-13,2021,12,13,0,0,2,41,1837261,46
656,2021-12-14,2021,12,14,1,0,2,46,1837261,54
657,2021-12-15,2021,12,15,2,0,2,54,1837261,51
658,2021-12-16,2021,12,16,3,0,2,51,1837261,43
659,2021-12-17,2021,12,17,4,0,2,43,1837261,41
660,2021-12-20,2021,12,20,0,0,2,41,1837261,50
661,2021-12-21,2021,12,21,1,0,2,50,1837261,45
662,2021-12-22,2021,12,22,2,0,2,45,1837261,33
663,2021-12-23,2021,12,23,3,0,2,33,1837261,60
664,2021-12-24,2021,12,24,4,0,2,60,1837261,39
665,2021-12-27,2021,12,27,0,0,3,39,1837261,53
666,2021-12-28,2021,12,28,1,0,3,53,1837261,50
667,2021-12-29,2021,12,29,2,0,3,50,1837261,26
668,2021-12-30,2021,12,30,3,0,3,26,1837261,22
669,2022-01-10,2022,1,10,0,0,1,22,1073348,101
670,2022-01-11,2022,1,11,1,0,1,101,1073348,55
671,2022-01-12,2022,1,12,2,0,1,55,1073348,88
672,2022-01-13,2022,1,13,3,0,1,88,1073348,66
673,2022-01-14,2022,1,14,4,0,1,66,1073348,65
674,2022-01-17,2022,1,17,0,0,2,65,1073348,75
675,2022-01-18,2022,1,18,1,0,2,75,1073348,58
676,2022-01-19,2022,1,19,2,0,2,58,1073348,89
677,2022-01-20,2022,1,20,3,0,2,89,1073348,58
678,2022-01-21,2022,1,21,4,0,2,58,1073348,55
679,2022-01-24,2022,1,24,0,0,2,55,1073348,74
680,2022-01-25,2022,1,25,1,0,2,74,1073348,53
681,2022-01-26,2022,1,26,2,0,3,53,1073348,50
682,2022-01-27,2022,1,27,3,0,3,50,1073348,52
683,2022-01-28,2022,1,28,4,0,3,52,1073348,46
684,2022-01-31,2022,1,31,0,0,3,46,1073348,71
685,2022-02-01,2022,2,1,1,0,1,71,1235931,59
686,2022-02-02,2022,2,2,2,0,1,59,1235931,75
687,2022-02-03,2022,2,3,3,0,1,75,1235931,74
688,2022-02-04,2022,2,4,4,0,1,74,1235931,55
689,2022-02-07,2022,2,7,0,0,2,55,1235931,54
690,2022-02-08,2022,2,8,1,0,2,54,1235931,55
691,2022-02-09,2022,2,9,2,0,2,55,1235931,57
692,2022-02-10,2022,2,10,3,0,2,57,1235931,56
693,2022-02-11,2022,2,11,4,0,2,56,1235931,49
694,2022-02-14,2022,2,14,0,0,2,49,1235931,41
695,2022-02-15,2022,2,15,1,0,2,41,1235931,52
696,2022-02-16,2022,2,16,2,0,2,52,1235931,97
697,2022-02-17,2022,2,17,3,0,2,97,1235931,60
698,2022-02-18,2022,2,18,4,0,2,60,1235931,55
699,2022-02-21,2022,2,21,0,0,2,55,1235931,80
700,2022-02-22,2022,2,22,1,0,2,80,1235931,53
701,2022-02-24,2022,2,24,3,0,2,53,1235931,60
702,2022-02-25,2022,2,25,4,0,2,60,1235931,44
703,2022-02-28,2022,2,28,0,0,3,44,1235931,70
704,2022-03-01,2022,3,1,1,0,1,70,1311796,70
705,2022-03-02,2022,3,2,2,0,1,70,1311796,60
706,2022-03-03,2022,3,3,3,0,1,60,1311796,54
707,2022-03-04,2022,3,4,4,0,1,54,1311796,48
708,2022-03-05,2022,3,5,5,0,1,48,1311796,53
709,2022-03-06,2022,3,6,6,1,1,53,1311796,1
710,2022-03-09,2022,3,9,2,0,2,1,1311796,70
711,2022-03-10,2022,3,10,3,0,2,70,1311796,53
712,2022-03-11,2022,3,11,4,0,2,53,1311796,41
713,2022-03-14,2022,3,14,0,0,2,41,1311796,70
714,2022-03-15,2022,3,15,1,0,2,70,1311796,65
715,2022-03-16,2022,3,16,2,0,2,65,1311796,45
716,2022-03-17,2022,3,17,3,0,2,45,1311796,50
717,2022-03-18,2022,3,18,4,0,2,50,1311796,57
718,2022-03-21,2022,3,21,0,0,2,57,1311796,45
719,2022-03-22,2022,3,22,1,0,2,45,1311796,53
720,2022-03-23,2022,3,23,2,0,2,53,1311796,57
721,2022-03-24,2022,3,24,3,0,2,57,1311796,53
722,2022-03-25,2022,3,25,4,0,2,53,1311796,30
723,2022-03-28,2022,3,28,0,0,3,30,1311796,58
724,2022-03-29,2022,3,29,1,0,3,58,1311796,52
725,2022-03-30,2022,3,30,2,0,3,52,1311796,35
726,2022-03-31,2022,3,31,3,0,3,35,1311796,44
727,2022-04-01,2022,4,1,4,0,1,44,1295258,44
728,2022-04-04,2022,4,4,0,0,1,44,1295258,37
729,2022-04-05,2022,4,5,1,0,1,37,1295258,46
730,2022-04-06,2022,4,6,2,0,1,46,1295258,55
731,2022-04-07,2022,4,7,3,0,2,55,1295258,56
732,2022-04-08,2022,4,8,4,0,2,56,1295258,52
733,2022-04-11,2022,4,11,0,0,2,52,1295258,50
734,2022-04-12,2022,4,12,1,0,2,50,1295258,60
735,2022-04-13,2022,4,13,2,0,2,60,1295258,78
736,2022-04-14,2022,4,14,3,0,2,78,1295258,42
737,2022-04-15,2022,4,15,4,0,2,42,1295258,48
738,2022-04-18,2022,4,18,0,0,2,48,1295258,79
739,2022-04-19,2022,4,19,1,0,2,79,1295258,55
740,2022-04-20,2022,4,20,2,0,2,55,1295258,39
741,2022-04-21,2022,4,21,3,0,2,39,1295258,48
742,2022-04-22,2022,4,22,4,0,2,48,1295258,25
743,2022-04-25,2022,4,25,0,0,2,25,1295258,65
744,2022-04-26,2022,4,26,1,0,3,65,1295258,52
745,2022-04-27,2022,4,27,2,0,3,52,1295258,53
746,2022-04-28,2022,4,28,3,0,3,53,1295258,54
747,2022-04-29,2022,4,29,4,0,3,54,1295258,72
748,2022-05-04,2022,5,4,2,0,1,72,1153762,66
749,2022-05-05,2022,5,5,3,0,1,66,1153762,62
750,2022-05-06,2022,5,6,4,0,1,62,1153762,53
751,2022-05-07,2022,5,7,5,1,2,53,1153762,1
752,2022-05-10,2022,5,10,1,1,2,1,1153762,1
753,2022-05-11,2022,5,11,2,0,2,1,1153762,45
754,2022-05-12,2022,5,12,3,0,2,45,1153762,55
755,2022-05-13,2022,5,13,4,0,2,55,1153762,49
756,2022-05-16,2022,5,16,0,0,2,49,1153762,72
757,2022-05-17,2022,5,17,1,0,2,72,1153762,64
758,2022-05-18,2022,5,18,2,0,2,64,1153762,60
759,2022-05-19,2022,5,19,3,0,2,60,1153762,52
760,2022-05-20,2022,5,20,4,0,2,52,1153762,45
761,2022-05-22,2022,5,22,6,1,2,45,1153762,1
762,2022-05-23,2022,5,23,0,0,2,1,1153762,56
763,2022-05-24,2022,5,24,1,0,2,56,1153762,50
764,2022-05-25,2022,5,25,2,0,2,50,1153762,73
765,2022-05-26,2022,5,26,3,0,3,73,1153762,45
766,2022-05-27,2022,5,27,4,0,3,45,1153762,41
767,2022-05-29,2022,5,29,6,1,3,41,1153762,1
768,2022-05-30,2022,5,30,0,0,3,1,1153762,82
769,2022-05-31,2022,5,31,1,0,3,82,1153762,59
770,2022-06-01,2022,6,1,2,0,1,59,1385341,53
771,2022-06-02,2022,6,2,3,0,1,53,1385341,34
772,2022-06-03,2022,6,3,4,0,1,34,1385341,49
773,2022-06-06,2022,6,6,0,0,1,49,1385341,51
774,2022-06-07,2022,6,7,1,0,2,51,1385341,56
775,2022-06-08,2022,6,8,2,0,2,56,1385341,29
776,2022-06-09,2022,6,9,3,0,2,29,1385341,41
777,2022-06-10,2022,6,10,4,0,2,41,1385341,49
778,2022-06-13,2022,6,13,0,1,2,49,1385341,8
779,2022-06-14,2022,6,14,1,0,2,8,1385341,56
780,2022-06-15,2022,6,15,2,0,2,56,1385341,43
781,2022-06-16,2022,6,16,3,0,2,43,1385341,73
782,2022-06-17,2022,6,17,4,0,2,73,1385341,53
783,2022-06-20,2022,6,20,0,0,2,53,1385341,71
784,2022-06-21,2022,6,21,1,0,2,71,1385341,65
785,2022-06-22,2022,6,22,2,0,2,65,1385341,56
786,2022-06-23,2022,6,23,3,0,2,56,1385341,31
787,2022-06-24,2022,6,24,4,0,2,31,1385341,48
788,2022-06-27,2022,6,27,0,0,3,48,1385341,51
789,2022-06-28,2022,6,28,1,0,3,51,1385341,34
790,2022-06-29,2022,6,29,2,0,3,34,1385341,64
791,2022-06-30,2022,6,30,3,0,3,64,1385341,45
792,2022-07-01,2022,7,1,4,0,1,45,1297803,46
793,2022-07-04,2022,7,4,0,0,1,46,1297803,51
794,2022-07-05,2022,7,5,1,0,1,51,1297803,40
795,2022-07-06,2022,7,6,2,0,1,40,1297803,76
796,2022-07-07,2022,7,7,3,0,2,76,1297803,35
797,2022-07-08,2022,7,8,4,0,2,35,1297803,54
798,2022-07-11,2022,7,11,0,0,2,54,1297803,40
799,2022-07-12,2022,7,12,1,0,2,40,1297803,44
800,2022-07-13,2022,7,13,2,0,2,44,1297803,35
801,2022-07-14,2022,7,14,3,0,2,35,1297803,45
802,2022-07-15,2022,7,15,4,0,2,45,1297803,53
803,2022-07-18,2022,7,18,0,0,2,53,1297803,61
804,2022-07-19,2022,7,19,1,0,2,61,1297803,65
805,2022-07-20,2022,7,20,2,0,2,65,1297803,52
806,2022-07-21,2022,7,21,3,0,2,52,1297803,72
807,2022-07-22,2022,7,22,4,0,2,72,1297803,36
808,2022-07-25,2022,7,25,0,0,2,36,1297803,44
809,2022-07-26,2022,7,26,1,0,3,44,1297803,52
810,2022-07-27,2022,7,27,2,0,3,52,1297803,35
811,2022-07-28,2022,7,28,3,0,3,35,1297803,56
812,2022-07-29,2022,7,29,4,0,3,56,1297803,45
813,2022-08-01,2022,8,1,0,0,1,45,1587543,46
814,2022-08-02,2022,8,2,1,0,1,46,1587543,42
815,2022-08-03,2022,8,3,2,0,1,42,1587543,37
816,2022-08-04,2022,8,4,3,0,1,37,1587543,49
817,2022-08-05,2022,8,5,4,0,1,49,1587543,49
818,2022-08-08,2022,8,8,0,0,2,49,1587543,44
819,2022-08-09,2022,8,9,1,0,2,44,1587543,42
820,2022-08-10,2022,8,10,2,0,2,42,1587543,46
821,2022-08-11,2022,8,11,3,0,2,46,1587543,41
822,2022-08-12,2022,8,12,4,0,2,41,1587543,36
823,2022-08-15,2022,8,15,0,0,2,36,1587543,57
824,2022-08-16,2022,8,16,1,0,2,57,1587543,48
825,2022-08-17,2022,8,17,2,0,2,48,1587543,71
826,2022-08-18,2022,8,18,3,0,2,71,1587543,38
827,2022-08-19,2022,8,19,4,0,2,38,1587543,39
828,2022-08-22,2022,8,22,0,0,2,39,1587543,63
829,2022-08-23,2022,8,23,1,0,2,63,1587543,67
830,2022-08-24,2022,8,24,2,0,2,67,1587543,53
831,2022-08-25,2022,8,25,3,0,2,53,1587543,48
832,2022-08-26,2022,8,26,4,0,3,48,1587543,33
833,2022-08-29,2022,8,29,0,0,3,33,1587543,36
834,2022-08-30,2022,8,30,1,0,3,36,1587543,52
835,2022-08-31,2022,8,31,2,0,3,52,1587543,38
836,2022-09-01,2022,9,1,3,0,1,38,1877790,51
837,2022-09-02,2022,9,2,4,0,1,51,1877790,60
838,2022-09-05,2022,9,5,0,0,1,60,1877790,64
839,2022-09-06,2022,9,6,1,0,1,64,1877790,58
840,2022-09-07,2022,9,7,2,0,2,58,1877790,40
841,2022-09-08,2022,9,8,3,0,2,40,1877790,25
842,2022-09-09,2022,9,9,4,0,2,25,1877790,71
843,2022-09-12,2022,9,12,0,0,2,71,1877790,49
844,2022-09-13,2022,9,13,1,0,2,49,1877790,37
845,2022-09-14,2022,9,14,2,0,2,37,1877790,62
846,2022-09-15,2022,9,15,3,0,2,62,1877790,58
847,2022-09-16,2022,9,16,4,0,2,58,1877790,67
848,2022-09-17,2022,9,17,5,1,2,67,1877790,2
849,2022-09-18,2022,9,18,6,1,2,2,1877790,2
850,2022-09-19,2022,9,19,0,0,2,2,1877790,58
851,2022-09-20,2022,9,20,1,0,2,58,1877790,79
852,2022-09-21,2022,9,21,2,0,2,79,1877790,84
853,2022-09-22,2022,9,22,3,0,2,84,1877790,90
854,2022-09-23,2022,9,23,4,0,2,90,1877790,58
855,2022-09-26,2022,9,26,0,0,3,58,1877790,53
856,2022-09-27,2022,9,27,1,0,3,53,1877790,55
857,2022-09-28,2022,9,28,2,0,3,55,1877790,92
858,2022-09-29,2022,9,29,3,0,3,92,1877790,62
859,2022-09-30,2022,9,30,4,0,3,62,1877790,45
860,2022-10-03,2022,10,3,0,0,1,45,1094126,74
861,2022-10-04,2022,10,4,1,0,1,74,1094126,92
862,2022-10-05,2022,10,5,2,0,1,92,1094126,63
863,2022-10-06,2022,10,6,3,0,1,63,1094126,63
864,2022-10-07,2022,10,7,4,0,2,63,1094126,40
865,2022-10-10,2022,10,10,0,0,2,40,1094126,62
866,2022-10-11,2022,10,11,1,0,2,62,1094126,32
867,2022-10-12,2022,10,12,2,0,2,32,1094126,52
868,2022-10-13,2022,10,13,3,0,2,52,1094126,37
869,2022-10-14,2022,10,14,4,0,2,37,1094126,49
870,2022-10-17,2022,10,17,0,0,2,49,1094126,56
871,2022-10-18,2022,10,18,1,0,2,56,1094126,52
872,2022-10-19,2022,10,19,2,0,2,52,1094126,54
873,2022-10-20,2022,10,20,3,0,2,54,1094126,45
874,2022-10-21,2022,10,21,4,0,2,45,1094126,61
875,2022-10-24,2022,10,24,0,0,2,61,1094126,60
876,2022-10-25,2022,10,25,1,0,2,60,1094126,60
877,2022-10-26,2022,10,26,2,0,3,60,1094126,35
878,2022-10-27,2022,10,27,3,0,3,35,1094126,49
879,2022-10-28,2022,10,28,4,0,3,49,1094126,46
880,2022-10-31,2022,10,31,0,0,3,46,1094126,51
881,2022-11-01,2022,11,1,1,0,1,51,1166717,31
882,2022-11-02,2022,11,2,2,0,1,31,1166717,69
883,2022-11-03,2022,11,3,3,0,1,69,1166717,49
884,2022-11-04,2022,11,4,4,1,1,49,1166717,1
885,2022-11-07,2022,11,7,0,0,2,1,1166717,49
886,2022-11-08,2022,11,8,1,0,2,49,1166717,36
887,2022-11-09,2022,11,9,2,0,2,36,1166717,50
888,2022-11-10,2022,11,10,3,0,2,50,1166717,37
889,2022-11-11,2022,11,11,4,0,2,37,1166717,43
890,2022-11-14,2022,11,14,0,0,2,43,1166717,46
891,2022-11-15,2022,11,15,1,0,2,46,1166717,76
892,2022-11-16,2022,11,16,2,0,2,76,1166717,60
893,2022-11-17,2022,11,17,3,0,2,60,1166717,43
894,2022-11-18,2022,11,18,4,0,2,43,1166717,67
895,2022-11-21,2022,11,21,0,0,2,67,1166717,53
896,2022-11-22,2022,11,22,1,0,2,53,1166717,81
897,2022-11-23,2022,11,23,2,0,2,81,1166717,76
898,2022-11-24,2022,11,24,3,0,2,76,1166717,71
899,2022-11-25,2022,11,25,4,0,2,71,1166717,39
900,2022-11-27,2022,11,27,6,1,3,39,1166717,3
901,2022-11-28,2022,11,28,0,0,3,3,1166717,48
902,2022-11-29,2022,11,29,1,0,3,48,1166717,54
903,2022-11-30,2022,11,30,2,0,3,54,1166717,60
904,2022-12-01,2022,12,1,3,0,1,60,1353118,48
905,2022-12-02,2022,12,2,4,0,1,48,1353118,38
906,2022-12-05,2022,12,5,0,0,1,38,1353118,65
907,2022-12-06,2022,12,6,1,0,1,65,1353118,44
908,2022-12-07,2022,12,7,2,0,2,44,1353118,56
909,2022-12-08,2022,12,8,3,0,2,56,1353118,54
910,2022-12-09,2022,12,9,4,0,2,54,1353118,50
911,2022-12-12,2022,12,12,0,0,2,50,1353118,88
912,2022-12-13,2022,12,13,1,0,2,88,1353118,105
913,2022-12-14,2022,12,14,2,0,2,105,1353118,56
914,2022-12-15,2022,12,15,3,0,2,56,1353118,37
915,2022-12-16,2022,12,16,4,0,2,37,1353118,45
916,2022-12-19,2022,12,19,0,0,2,45,1353118,59
917,2022-12-20,2022,12,20,1,0,2,59,1353118,72
918,2022-12-21,2022,12,21,2,0,2,72,1353118,31
919,2022-12-22,2022,12,22,3,0,2,31,1353118,43
920,2022-12-23,2022,12,23,4,0,2,43,1353118,47
921,2022-12-26,2022,12,26,0,0,3,47,1353118,58
922,2022-12-27,2022,12,27,1,0,3,58,1353118,43
923,2022-12-28,2022,12,28,2,0,3,43,1353118,43
924,2022-12-29,2022,12,29,3,0,3,43,1353118,36
925,2022-12-30,2022,12,30,4,0,3,36,1353118,32
926,2023-01-05,2023,1,5,3,1,1,32,1012105,2
927,2023-01-09,2023,1,9,0,0,1,2,1012105,79
928,2023-01-10,2023,1,10,1,0,1,79,1012105,59
